Generation 0
167,*,8,,,1,1,rank,,200,none
511,"!",8,,,1,,,,200,none
526,~,8,,,1,,,,200,none
176,~,2,1,1,1,,rank,1,200,none
1997,~,0,,,,1,,,200,none
1828,~,2,1,,,,,,200,none
Generation 1
3314,";",2,1,1,1,,,,200,none
1966,"&",0,,1,,,,1,200,none
674,,2,,,1,,,1,200,delete
632,,0,1,1,,,,1,200,delete
2798,"%",2,,,,,,1,200,swap
2839,"%",2,,,,,,1,200,none
570,-,8,,,1,,,,200,none
547,'=,8,,1,1,,,1,200,none
547,}},0,,1,1,1,,1,200,copy
163,"&",2,,,1,,rank,,200,none
170,"!",0,1,,1,,rank,,200,none
549,[,0,,,,1,,,200,none
617,"$",2,,,1,1,,,200,none
555,ￄ,0,,1,1,,,,200,flip
528,￿,8,,1,,,,,200,flip
161,登',0,,,1,,rank,1,200,insert
657,"\",2,1,,1,1,,1,200,none
518,ﾁ,8,,,1,,,,200,flip
1839,~,2,1,,,,,1,200,none
519,),2,1,1,,,,,200,none
2858,"%",0,,1,,1,,,200,none
2901,"!",0,,1,,,,1,200,none
2842,],2,,,,,,1,200,none
505,_,8,,1,,,,1,200,none
515,[,8,,1,1,,,,200,none
2839,],0,,1,1,,,,200,none
512,ￄ,8,,1,1,,,,200,flip
2788,],2,,,1,,,1,200,none
647,伊藤潤二伊藤潤二,0,,,,1,,,200,copy
2823,"%",2,,,,,,1,200,none
Generation 2
2843,-,2,1,,,,,,200,none
2813,"%",0,,1,,1,,1,200,none
524,_,8,,1,,,,,200,none
2826,],0,,1,1,,,1,200,none
2872,"%",0,,,1,,,,200,none
3340,";",2,,1,,,,1,200,duplicate
2823,],2,,1,,,,1,200,none
1893,"&",2,1,,,,,1,200,none
547,"$",8,,,1,1,,,200,none
2944,-,0,,,1,,,,200,none
718,"\\",2,1,,1,1,,1,200,copy
2635,"$",0,,,1,1,,,200,none
653,伊藤潤二伊藤潤二,0,,,,1,,,200,none
631,"\\",2,1,,1,1,,1,200,duplicate
3473,";",0,,1,1,,,,200,none
2859,"!",2,,1,,1,,1,200,none
1823,"&",0,1,1,,,,1,200,none
2837,"!",0,,1,,,,1,200,none
621,伊藤潤二伊藤潤二,0,,,,1,,1,200,none
2820,"%",2,,,,,,,200,none
2847,"!",0,,1,,1,,1,200,none
1985,"&",0,,1,,,,1,200,none
2859,],2,,,,,,1,200,none
679,"\\\\",2,,,1,,,,200,copy
536,ﾁ,8,1,,1,1,,1,200,copy
1791,~~,2,1,,,,,1,200,duplicate
2787,],2,,,1,,,1,200,none
2793,],2,,,1,,,1,200,none
2772,伊藤潤二,0,,,1,1,,,200,none
703,伊藤潤二,0,,,1,1,,,200,none
Generation 3
2812,"%",2,,1,,1,,1,200,none
2922,"%",0,,,,,,1,200,none
2789,],2,,,,,,1,200,none
1787,"&",0,1,1,,,,1,200,none
2808,],0,,,,,,1,200,none
2778,"%",2,,1,1,,,1,200,none
548,"%%",0,,1,,1,,,200,duplicate
2850,"%",0,,1,,1,,1,200,none
2807,"%",2,,,,,,1,200,none
1969,"&",0,,1,,,,1,200,none
2815,"%",0,,1,,,,,200,none
3419,";",0,,1,1,,,,200,none
2908,"!",0,,1,,1,,1,200,none
3284,";",2,1,,,1,,1,200,none
1966,*,0,,,,,,1,200,none
2842,"!",0,,1,1,,,1,200,none
2820,"!",0,1,1,,,,1,200,none
1991,"&",0,,1,,,,1,200,duplicate
2834,"%",2,,1,1,,,,200,none
2814,],0,,,,,,1,200,none
2658,"$",0,,,1,1,,,200,none
2795,"%",2,,,,,,1,200,none
698,"%",2,,,,,,1,200,none
3423,";",0,,1,,,,1,200,none
2798,],2,,,1,,,,200,none
3400,";",0,,1,1,,,,200,none
2788,],0,,1,1,,,,200,none
1799,"&",2,1,,,,,1,200,none
2791,],2,,,,1,,1,200,none
3300,";",2,1,1,,,,1,200,none
Generation 4
2852,"!",2,,1,1,1,,1,200,none
3272,";",0,1,,,,,1,200,none
2776,],0,,,,1,,1,200,none
2832,"!",0,,1,,,,1,200,none
2883,"%",0,,1,,,,,200,none
2824,],0,,1,,1,,1,200,none
2830,"!",0,,,,,,1,200,none
528,";;",0,1,,,1,,1,200,duplicate
3306,";",2,,1,,,,1,200,none
3434,";",0,,1,1,,,,200,none
2818,"!",0,1,1,,,,1,200,none
2813,伊藤潤二,0,,,1,1,,,200,none
506,"%%",2,,1,,1,,1,200,duplicate
2867,"%",0,,1,,,,,200,none
2790,],0,,1,1,,,,200,none
509,],2,1,1,,,,1,200,none
3446,";",0,,,,,,1,200,none
546,"%%",0,,1,,1,,,200,none
2817,"%",2,,,,,,1,200,none
2801,"%",0,,1,1,,,,200,none
520,"%%",2,,,1,,,,200,duplicate
3419,";",0,,,,1,,,200,none
509,"%",2,1,1,,,,1,200,none
2849,"!",0,,1,,,,1,200,duplicate
3445,";",0,,,1,1,,,200,none
2806,伊藤潤二,0,,1,1,,,,200,none
2887,"!",2,,1,,,,1,200,none
2836,"%",0,,1,1,1,,,200,none
3418,";",0,,1,1,,,,200,none
2856,],2,,,,,,1,200,none
Generation 5
539,"%%",2,,1,,1,,1,200,none
3286,";",0,1,1,,,,,200,duplicate
2904,"%",0,,1,1,1,,,200,none
2866,"%",0,,1,,,,,200,none
2858,"%",0,,1,1,1,,,200,none
2859,-,0,,,1,,,,200,duplicate
2920,"!",0,,,,,,1,200,none
2854,伊藤潤二,0,,1,1,,,,200,none
3319,";",2,1,1,1,,,,200,none
3419,";",0,,,1,1,,,200,none
2836,"%",0,,1,,,,,200,none
3064,"!",0,,1,,,,1,200,none
2878,"!",0,,1,,,,1,200,none
2840,"!",0,,1,,,,1,200,none
548,";;",2,,1,,,,1,200,copy
3415,";",0,,1,1,1,,,200,none
2840,伊藤潤二,0,,,1,,,,200,none
3440,";",0,,,,,,1,200,none
3423,";",0,,1,1,,,,200,none
3410,";",0,,,,1,,1,200,duplicate
3252,";",2,1,,,,,1,200,none
2818,],2,,,,,,1,200,none
3395,";",0,,1,,,,1,200,none
2873,"!",2,,1,1,1,,,200,none
3435,";",0,,1,,1,,,200,none
2814,],0,,,1,,,1,200,duplicate
2871,-,0,,,1,,,,200,none
2823,"%",0,,1,,1,,,200,none
3469,";",0,,,1,,,,200,duplicate
3414,";",0,,,1,1,,,200,none
Generation 6
2856,-,0,,,1,,,,200,none
529,";;",2,,,,1,,,200,duplicate
3398,";",0,,1,1,,,1,200,none
2840,"!",0,,1,,,,1,200,none
3407,";",0,,,,1,,1,200,none
3474,";",0,,1,1,,,,200,none
2864,-,0,,,1,,,,200,none
3435,";",0,,1,,1,,,200,none
2836,"!",0,,1,,,,1,200,duplicate
2888,-,0,,,1,1,,,200,none
3423,";",0,,,1,,,,200,none
2815,伊藤潤二,0,,1,1,1,,,200,none
3419,";",0,,1,,,,,200,none
3256,";",0,1,,,,,1,200,none
2818,],2,,,,,,1,200,none
2867,"!",0,,,,,,1,200,none
3423,";",0,,,1,,,1,200,none
3326,";",0,1,1,,,,,200,none
3407,";",0,1,1,,,,,200,none
2801,],0,,,1,,,1,200,none
3314,";",2,,1,,,,,200,none
3400,";",0,,,1,,,,200,none
2858,"!",2,,1,,1,,1,200,none
2824,"!",2,,1,1,1,,,200,none
2792,],2,,,,,,1,200,none
2795,";;",0,,,1,,,,200,copy
3271,";",0,1,1,,1,,,200,none
3411,";",0,,,,1,,,200,none
3417,";",0,,1,1,,,,200,none
2791,伊藤潤二,0,,,1,,,,200,none
Generation 7
3409,";",0,,,1,1,,,200,none
3291,";",0,1,1,,1,,,200,none
3427,";",0,,,,1,,1,200,none
3449,";",0,,,,1,,,200,none
2856,-,0,,,1,1,,1,200,none
3463,";",0,,1,,1,,,200,none
3399,";",0,,,1,,,,200,none
3281,";",0,1,1,,,,,200,none
3456,";",0,,1,1,,,,200,none
3432,";",0,,1,,,,,200,none
3419,";",0,,1,1,,,,200,none
2848,"!",0,,,,1,,1,200,none
3408,";",0,,,,,,1,200,none
3464,";",0,,,,,,1,200,duplicate
2809,";;",0,,1,,,,1,200,duplicate
3428,";",0,,1,1,1,,,200,none
2878,"!",0,,1,1,,,,200,none
3337,";",2,,1,,1,,1,200,duplicate
3402,";",0,,1,1,,,,200,none
2773,";;",0,,,1,1,,,200,copy
3411,";",0,,,1,,,,200,none
3441,";",0,,,,1,,1,200,none
3416,";",0,,,1,1,,,200,none
3409,";",0,,1,1,,,,200,none
3431,";",0,,1,1,,,,200,none
3446,";",0,,,1,1,,,200,none
2810,伊藤潤二,0,,1,1,1,,,200,none
3329,";",2,,1,1,,,,200,none
2852,"!",0,,1,1,1,,,200,duplicate
503,]],0,,1,,1,,1,200,duplicate
Generation 8
3445,";",0,,,,,,1,200,none
3540,";",0,,1,,,,,200,duplicate
3436,";",0,,,1,,,1,200,none
3495,";",0,,1,1,,,,200,none
3455,";",0,,1,1,,,,200,none
2847,"!",0,,1,1,,,,200,none
2834,"!",0,1,,,1,,,200,none
3453,";",0,,1,,1,,1,200,none
3471,";",0,,1,,1,,,200,none
3463,";",0,,,1,,,1,200,none
2824,"!",0,,1,1,1,,,200,none
3434,";",0,,1,1,,,,200,none
3354,";",2,,1,,,,,200,none
2833,";;",0,,,1,1,,1,200,duplicate
3433,";",0,,,1,,,,200,none
3420,";",0,,,1,1,,,200,none
3484,";",0,,1,,1,,,200,none
3438,";",0,,,,1,,,200,none
3478,";",0,,1,1,,,,200,none
2843,";;",0,,,1,1,,,200,none
3454,";",0,,1,1,,,,200,none
3445,";",0,,,1,,,,200,none
2840,"!",0,,1,1,1,,,200,none
3303,";",0,1,1,,,,,200,none
3468,";",0,,1,1,,,,200,none
3445,";",0,,1,1,,,,200,none
2878,"!",0,,1,1,1,,,200,duplicate
2802,";;",0,,1,,,,,200,copy
3414,";",0,,1,,1,,1,200,none
3416,";",0,,,1,,,,200,none
Generation 9
3424,";",0,,1,1,1,,,200,none
3454,";",0,,,1,,,,200,none
3518,";",0,,1,1,,,,200,none
3426,";",0,,1,,,,,200,none
2821,";;",0,,,1,1,,,200,duplicate
3432,";",0,,,,1,,,200,none
2857,"!",0,,1,1,,,,200,none
3502,";",0,,,1,,,,200,none
2821,";;",0,,,,,,1,200,duplicate
3449,";",0,,1,1,,,,200,none
3402,";",0,,1,,,,1,200,duplicate
3443,";",0,,,,,,,200,none
3437,";",0,,1,1,,,,200,none
2801,";;",0,,1,,1,,1,200,duplicate
3394,";",0,,,,1,,1,200,none
3458,";",0,,,,1,,1,200,none
3449,";",0,,1,1,,,,200,duplicate
3433,";",0,,1,,1,,,200,none
3447,";",0,,,,1,,,200,duplicate
3435,";",0,,1,1,,,,200,none
3423,";",0,,,1,,,,200,none
3463,";",0,,1,1,1,,,200,duplicate
3417,";",0,,1,1,,,,200,none
2857,"!",0,,1,,1,,,200,none
2844,";;",0,,1,1,,,,200,none
3400,";",0,,1,,,,,200,none
3423,";",0,,,1,1,,,200,none
3435,";",0,,1,1,,,,200,none
3410,";",0,,1,1,,,,200,none
3402,";",0,,,1,,,1,200,duplicate
Generation 10
2837,";;",0,,,,,,1,200,none
3418,";",0,,,1,,,,200,duplicate
3427,";",0,,1,1,,,1,200,none
3419,";",0,,,,1,,,200,none
3417,";",0,,1,1,,,,200,none
3470,";",0,,1,1,,,,200,none
3468,";",0,,,,,,1,200,none
3435,";",0,,,,1,,,200,none
3458,";",0,,,,1,,1,200,none
2897,"!",0,,1,,1,,,200,none
2812,";;",0,,,,,,1,200,copy
3447,";",0,,,1,,,,200,none
3466,";",0,,1,,1,,,200,none
3415,";",0,,1,,,,,200,none
2867,"!",0,,1,1,,,,200,none
3445,";",0,,1,,1,,,200,none
3431,";",0,,1,,,,,200,none
3409,";",0,,1,1,1,,,200,none
3465,";",0,,,1,1,,,200,duplicate
3462,";",0,,,,1,,,200,none
3422,";",0,,,,1,,,200,none
3535,";",0,,1,,,,,200,none
3719,";",0,,1,1,,,1,200,duplicate
2880,";;",0,,,,,,,200,duplicate
3461,";",0,,1,1,1,,,200,none
3456,";",0,,,1,,,,200,none
3453,";",0,,1,1,1,,,200,none
3606,";",0,,,1,,,,200,none
3441,";",0,,1,1,,,,200,none
3472,";",0,,,,1,,,200,none
Generation 11
3451,";",0,,,,1,,1,200,none
2876,";;",0,,,1,1,,,200,duplicate
3477,";",0,,,1,,,,200,none
3425,";",0,,1,1,,,1,200,none
2844,";;",0,,,,,,,200,none
3494,";",0,,,,,,1,200,none
2834,";;",0,,,,1,,1,200,none
3437,";",0,,1,1,1,,,200,none
3401,";",0,,,1,,,1,200,none
3760,";",0,,1,,1,,,200,none
3484,";",0,,,,1,,,200,none
3448,";",0,,1,,,,,200,none
3438,";",0,,1,1,1,,,200,duplicate
3744,";",0,,,1,,,,200,none
3472,";",0,,1,1,,,,200,none
3111,";;",0,,,,,,1,200,none
3437,";",0,,,,1,,1,200,none
3415,";",0,,1,1,1,,,200,none
3408,";",0,,,,,,,200,none
3444,";",0,,1,,,,,200,none
3740,";",0,,,1,1,,,200,none
3435,";",0,,,1,,,,200,none
3503,";",0,,1,1,1,,,200,none
2789,";;",0,,1,1,,,,200,copy
3722,";",0,,1,1,,,,200,none
3614,";",0,,1,1,,,,200,none
3431,";",0,,,1,,,,200,none
3471,";",0,,1,,1,,,200,none
3399,";",0,,1,,1,,,200,none
3460,";",0,,,,,,1,200,none
Generation 12
3436,";",0,,1,1,,,1,200,none
3463,";",0,,1,,1,,,200,none
3485,";",0,,,1,1,,,200,none
3568,";",0,,1,,1,,,200,duplicate
3465,";",0,,1,,1,,,200,none
3421,";",0,,1,1,,,1,200,none
3430,";",0,,1,,,,,200,none
3420,";",0,,1,,1,,,200,none
3420,";",0,,1,,1,,,200,none
3479,";",0,,,1,,,,200,none
3494,";",0,,1,1,,,,200,none
2837,";;",0,,1,1,1,,,200,duplicate
2804,";;",0,,1,1,1,,,200,none
2799,";;",0,,1,1,,,,200,duplicate
3454,";",0,,1,,,,,200,none
3418,";",0,,,1,,,,200,none
3466,";",0,,,1,,,,200,none
2802,";;",0,,1,1,1,,,200,duplicate
2787,";;",0,,1,,,,,200,none
3479,";",0,,1,1,,,,200,none
3439,";",0,,1,1,,,,200,none
3397,";",0,,,1,,,1,200,none
2817,";;",0,,1,,,,,200,copy
3427,";",0,,1,1,,,1,200,none
3429,";",0,,1,,1,,,200,duplicate
3454,";",0,,,1,,,1,200,none
3429,";",0,,,,1,,,200,none
3426,";",0,,,,,,1,200,none
2798,";;",0,,1,,1,,1,200,duplicate
3458,";",0,,,,1,,,200,none
Generation 13
3438,";",0,,1,1,1,,,200,duplicate
3442,";",0,,,,1,,,200,none
3440,";",0,,1,,1,,,200,none
2810,";;",0,,,,,,,200,none
3430,";",0,,1,1,,,,200,duplicate
3391,";",0,,,,,,1,200,none
3436,";",0,,1,,1,,,200,none
3456,";",0,,,1,,,,200,none
3478,";",0,,1,1,,,,200,duplicate
3482,";",0,,1,1,1,,,200,none
3446,";",0,,,,1,,,200,none
3550,";",0,,1,1,,,,200,none
3445,";",0,,1,,,,,200,none
3475,";",0,,,1,,,1,200,none
3491,";",0,,,,,,1,200,none
3418,";",0,,,1,,,,200,none
2819,";;",0,,1,,1,,,200,none
3415,";",0,,1,1,1,,,200,none
2792,";;",0,,1,1,1,,,200,none
3457,";",0,,1,,1,,,200,none
3399,";",0,,1,1,,,,200,none
3420,";",0,,1,1,,,,200,duplicate
3460,";",0,,,1,1,,,200,none
3418,";",0,,,,,,,200,none
3521,";",0,,,1,,,,200,none
3424,";",0,,1,,1,,,200,none
3466,";",0,,1,1,,,,200,none
2861,";;",0,,1,1,1,,,200,none
2822,";;",0,,,1,,,1,200,copy
2816,";;",0,,1,1,1,,,200,none
Generation 14
3451,";",0,,,,,,,200,none
3447,";",0,,,1,1,,1,200,none
2808,";;",0,,,,,,,200,none
3469,";",0,,1,,1,,1,200,none
3511,";",0,,1,1,1,,,200,none
3521,";",0,,1,1,1,,,200,none
3427,";",0,,,1,,,,200,duplicate
3441,";",0,,,,1,,,200,none
3440,";",0,,1,1,,,,200,none
3467,";",0,,1,1,,,,200,none
3420,";",0,,1,1,,,,200,none
3396,";",0,,,1,,,,200,none
3451,";",0,,,1,,,,200,none
3433,";",0,,1,1,,,,200,none
3439,";",0,,1,,1,,,200,none
3467,";",0,,1,1,,,,200,none
3479,";",0,,1,1,,,1,200,none
3467,";",0,,,1,,,,200,none
3454,";",0,,1,,1,,,200,none
554,";;;;",0,,,1,,,1,200,copy
3460,";",0,,,1,1,,,200,none
3417,";",0,,1,,,,,200,none
3472,";",0,,,,,,,200,none
3507,";",0,,1,1,,,1,200,none
3481,";",0,,,1,,,,200,none
3493,";",0,,,,,,,200,none
2883,";;",0,,1,1,1,,,200,none
3397,";",0,,1,1,,,1,200,none
3467,";",0,,,1,,,,200,none
3521,";",0,,,1,,,,200,none
Generation 15
3436,";",0,,,1,,,,200,none
3474,";",0,,1,1,,,,200,none
2782,";;",0,,,,,,,200,none
3405,";",0,,,,,,,200,none
2690,";;;",0,,1,1,1,,,200,duplicate
3436,";",0,,1,1,,,,200,duplicate
2650,";;;",0,,1,1,1,,,200,none
3463,";",0,,1,,,,,200,none
3458,";",0,,1,1,1,,,200,none
3413,";",0,,,1,,,,200,none
3487,";",0,,1,1,,,,200,none
3437,";",0,,1,1,1,,,200,none
2829,";;",0,,,,,,,200,copy
2693,";;;",0,,1,1,,,,200,none
2776,";;",0,,1,1,1,,,200,copy
3463,";",0,,,1,1,,,200,none
2802,";;",0,,,1,,,,200,duplicate
3434,";",0,,1,,1,,,200,none
3418,";",0,,1,1,,,,200,none
3378,";",0,,1,1,,,1,200,none
3391,";",0,,,1,1,,1,200,duplicate
2837,";;",0,,,,,,,200,none
3452,";",0,,,,1,,,200,duplicate
3457,";",0,,1,1,,,,200,none
3469,";",0,,,,1,,,200,none
3411,";",0,,,1,,,1,200,none
3404,";",0,,,,1,,,200,none
3410,";",0,,,,,,,200,none
3417,";",0,,1,,1,,,200,none
3415,";",0,,1,1,,,,200,none
Generation 16
3450,";",0,,1,1,,,,200,none
2818,";;",0,,1,1,1,,,200,none
3400,";",0,,1,1,,,1,200,none
2813,";;",0,,1,1,,,1,200,duplicate
2803,";;",0,,,,,,,200,none
2803,";;",0,,1,,1,,,200,duplicate
3456,";",0,,,1,1,,,200,duplicate
3440,";",0,,1,1,1,,,200,duplicate
3476,";",0,,,1,1,,,200,none
3452,";",0,,,1,1,,,200,none
3408,";",0,,1,,,,,200,duplicate
2852,";;",0,,,,1,,,200,none
3451,";",0,,,1,,,,200,none
3421,";",0,,1,1,,,,200,none
3482,";",0,,1,1,,,,200,none
2790,";;",0,,1,1,,,,200,copy
2793,";;",0,,,,1,,,200,duplicate
3421,";",0,,1,1,,,1,200,none
3394,";",0,,1,1,,,1,200,duplicate
2796,";;",0,,,,,,,200,none
2817,";;",0,,1,,1,,,200,copy
3468,";",0,,1,1,,,1,200,none
2840,";;",0,,1,1,,,,200,duplicate
3441,";",0,,,1,,,1,200,none
3412,";",0,,1,1,1,,,200,none
3436,";",0,,1,1,,,,200,none
3454,";",0,,,1,1,,,200,none
3505,";",0,,1,,1,,,200,none
3407,";",0,,,1,,,,200,none
3433,";",0,,1,1,1,,,200,none
Generation 17
3444,";",0,,,1,,,,200,none
3414,";",0,,1,1,,,1,200,none
3442,";",0,,1,1,,,1,200,none
3409,";",0,,1,1,,,,200,none
2795,";;",0,,1,1,1,,,200,copy
3443,";",0,,,1,,,1,200,none
3471,";",0,,1,1,,,1,200,duplicate
2799,";;",0,,,,1,,,200,none
3451,";",0,,1,1,,,,200,none
3446,";",0,,1,1,,,,200,none
3417,";",0,,1,1,,,1,200,none
3439,";",0,,1,1,,,,200,none
3400,";",0,,1,1,,,,200,none
3445,";",0,,1,1,,,,200,none
3415,";",0,,1,1,1,,,200,none
2811,";;",0,,,1,,,,200,none
3473,";",0,,,,,,,200,none
2808,";;",0,,1,1,1,,,200,copy
3459,";",0,,,1,,,,200,none
3449,";",0,,1,,,,,200,none
3503,";",0,,,1,,,,200,none
3535,";",0,,,,,,,200,none
3440,";",0,,1,1,1,,,200,none
3469,";",0,,,1,,,1,200,none
3414,";",0,,1,1,,,,200,none
3463,";",0,,,1,,,1,200,none
3460,";",0,,,1,,,,200,none
2741,";;;",0,,,,,,,200,duplicate
2850,";;",0,,1,,1,,,200,none
2840,";;",0,,,,,,,200,none
Generation 18
3420,";",0,,1,1,,,1,200,none
2833,";;",0,,1,1,1,,,200,duplicate
3476,";",0,,1,,,,1,200,none
3489,";",0,,,1,,,,200,none
3481,";",0,,1,1,1,,,200,none
3439,";",0,,1,1,,,1,200,none
3403,";",0,,1,1,,,1,200,duplicate
3461,";",0,,,,,,,200,none
3426,";",0,,1,1,,,,200,none
3473,";",0,,1,1,,,1,200,none
3429,";",0,,,1,,,1,200,none
3447,";",0,,1,,,,,200,none
3433,";",0,,1,1,,,,200,none
2775,";;",0,,,,,,,200,none
3510,";",0,,1,1,,,,200,none
3436,";",0,,1,1,,,,200,none
3586,";",0,,,,,,,200,none
3572,";",0,,1,,,,,200,duplicate
3528,";",0,,1,1,,,,200,none
2850,";;",0,,,1,,,,200,copy
3507,";",0,,,,,,,200,none
3518,";",0,,,1,1,,,200,none
2941,";;",0,,,,1,,1,200,none
3550,";",0,,,1,,,,200,none
3562,";",0,,,1,1,,,200,none
2967,";;",0,,1,1,,,,200,duplicate
3571,";",0,,1,1,,,,200,duplicate
2858,";;",0,,1,1,,,,200,duplicate
2744,";;;",0,,,,,,,200,none
3500,";",0,,,1,,,,200,none
Generation 19
2905,";;",0,,1,1,,,,200,none
3526,";",0,,,,,,,200,duplicate
3549,";",0,,1,1,,,,200,none
3551,";",0,,,,,,,200,none
3566,";",0,,1,1,,,,200,none
3523,";",0,,,1,1,,,200,none
3589,";",0,,1,1,1,,,200,none
3518,";",0,,1,1,,,,200,none
3521,";",0,,1,1,1,,,200,none
3538,";",0,,,1,,,,200,none
3496,";",0,,1,,,,,200,none
3547,";",0,,1,1,,,,200,none
3606,";",0,,1,,1,,,200,none
3548,";",0,,1,,,,,200,none
3528,";",0,,1,1,1,,,200,none
3532,";",0,,,1,1,,,200,none
3576,";",0,,,1,,,,200,none
2897,";;",0,,,1,1,,1,200,duplicate
2923,";;",0,,1,,,,,200,none
3549,";",0,,,,,,,200,none
2929,";;",0,,1,1,,,,200,duplicate
3568,";",0,,,1,,,,200,none
3531,";",0,,1,1,1,,,200,none
3537,";",0,,,1,,,,200,none
3541,";",0,,,1,,,,200,none
2749,";;;",0,,1,1,1,,,200,none
3547,";",0,,,,,,,200,none
3567,";",0,,1,1,,,1,200,none
2897,";;",0,,,1,,,,200,duplicate
3520,";",0,,1,,1,,,200,none
Generation 20
3517,";",0,,,1,,,,200,none
3535,";",0,,,1,,,,200,none
3511,";",0,,,,,,,200,none
3584,";",0,,,,,,,200,none
3524,";",0,,,1,,,,200,none
2878,";;",0,,1,1,1,,,200,duplicate
3561,";",0,,1,,,,,200,none
3502,";",0,,1,1,1,,,200,none
3544,";",0,,,1,,,,200,none
3494,";",0,,,1,,,,200,none
3538,";",0,,1,,,,1,200,none
3547,";",0,,,1,,,,200,none
3546,";",0,,1,,1,,,200,none
3519,";",0,,1,,,,,200,none
3500,";",0,,1,,,,,200,none
3600,";",0,,,1,1,,,200,duplicate
3481,";",0,,1,,,,,200,none
2831,";;",0,,1,,,,,200,none
3480,";",0,,,1,1,,,200,none
3527,";",0,,1,1,1,,,200,none
3466,";",0,,,1,,,,200,duplicate
2805,";;",0,,,1,1,,,200,duplicate
3404,";",0,,1,1,,,,200,none
2813,";;",0,,,1,,,,200,duplicate
3435,";",0,,,,,,,200,none
2815,";;",0,,1,1,,,,200,duplicate
2831,";;",0,,1,,,,,200,none
3441,";",0,,,1,,,,200,none
3423,";",0,,1,,1,,,200,none
3424,";",0,,,,,,,200,none
Generation 21
3445,";",0,,,,,,,200,none
3472,";",0,,,1,,,,200,none
3439,";",0,,,1,1,,,200,none
3440,";",0,,,,,,,200,none
2823,";;",0,,1,1,,,,200,duplicate
3472,";",0,,,,,,,200,none
2797,";;",0,,1,,1,,,200,duplicate
3465,";",0,,1,,1,,,200,none
2853,";;",0,,,,,,,200,duplicate
3485,";",0,,1,,,,,200,none
2800,";;",0,,,1,,,,200,duplicate
3434,";",0,,,1,1,,,200,none
2802,";;",0,,1,1,1,,,200,none
2814,";;",0,,,1,1,,,200,none
3429,";",0,,1,,,,,200,none
3468,";",0,,,,,,,200,none
3508,";",0,,1,,1,,,200,none
2852,";;",0,,1,1,,,,200,none
3474,";",0,,1,1,1,,,200,none
3465,";",0,,,1,,,,200,none
3430,";",0,,,1,,,,200,none
3458,";",0,,,,,,,200,none
3518,";",0,,1,1,,,,200,none
3408,";",0,,1,,1,,,200,none
